fold,month,actual_revenue,pred_raw,pred_calibrated,n_days,abs_err_raw,abs_err_calibrated,ape_raw,ape_calibrated,is_peak_month
fold1_2020H2-2021,2020-07-01,90701640.38,90140045.52514143,102122028.6195653,31,561594.8548585624,11420388.239565298,0.006191672526601799,0.1259115953329939,0
fold1_2020H2-2021,2020-08-01,122065017.36,89878374.41502143,102534375.45165111,31,32186642.944978565,19530641.90834889,0.26368441705171086,0.16000195904407388,1
fold1_2020H2-2021,2020-09-01,78825813.7,72926706.5238263,82099219.18655516,30,5899107.176173702,3273405.486555159,0.07483725063244988,0.041527075115434665,0
fold1_2020H2-2021,2020-10-01,68136462.93,59580801.7387895,66958625.91904721,31,8555661.191210508,1177837.0109528005,0.12556655898032404,0.017286441947578807,0
fold1_2020H2-2021,2020-11-01,45740881.45,46426909.430917114,52731552.412062265,30,686027.980917111,6990670.962062262,0.014998136440965131,0.15283201242424377,0
fold1_2020H2-2021,2020-12-01,43671563.77,41546902.68323906,49574252.311910756,31,2124661.0867609456,5902688.541910753,0.048650904692826055,0.13516091553299447,0
fold1_2020H2-2021,2021-01-01,46473094.42,43712484.573223524,50902569.71312367,31,2760609.846776478,4429475.29312367,0.05940232474789609,0.09531268249736811,0
fold1_2020H2-2021,2021-02-01,66077638.57,55682430.01275049,63257752.09926385,28,10395208.557249509,2819886.4707361534,0.15731810007461514,0.04267535177954156,0
fold1_2020H2-2021,2021-03-01,113274006.63,91162706.41043265,105521713.80618541,31,22111300.219567344,7752292.823814586,0.19520189033122173,0.06843840925603345,1
fold1_2020H2-2021,2021-04-01,134836887.53,105148417.2824403,120785005.42065974,30,29688470.247559696,14051882.109340265,0.22018062557958612,0.10421393111891468,1
fold1_2020H2-2021,2021-05-01,143070694.87,98045703.98641711,113365702.27486141,31,45024990.88358289,29704992.595138595,0.31470449573544373,0.20762457764065373,1
fold1_2020H2-2021,2021-06-01,128449576.26,98139906.2714673,113156970.73655578,30,30309669.988532707,15292605.52344422,0.23596551168982974,0.11905532091822425,1
